billing_id,customer_id,bill_date,revenue_amount
B003891,C0985,2024-11-11,5197
B003892,C0985,2024-12-12,10178
B003893,C0986,2025-03-15,3992
B003894,C0986,2025-09-05,4241
B003895,C0986,2025-06-26,9237
B003896,C0986,2024-12-15,12234
B003897,C0986,2025-12-06,4198
B003898,C0986,2025-01-13,18524
B003899,C0987,2024-03-05,580
B003900,C0987,2025-04-02,12124
B003901,C0987,2025-03-03,8064
B003902,C0987,2024-08-02,10688
B003903,C0987,2025-12-05,7649
B003904,C0988,2025-10-11,15603
B003905,C0988,2024-10-14,18186
B003906,C0988,2024-12-14,18914
B003907,C0988,2024-12-05,6369
B003908,C0989,2024-11-25,18752
B003909,C0989,2024-08-22,19426
B003910,C0989,2025-09-16,7766
B003911,C0990,2025-05-15,18458
B003912,C0990,2025-04-26,635
B003913,C0990,2024-11-16,16743
B003914,C0991,2025-01-28,4861
B003915,C0991,2025-09-30,10539
B003916,C0992,2025-06-25,16087
B003917,C0992,2025-04-18,19745
B003918,C0993,2024-03-09,14728
B003919,C0993,2025-02-02,6330
B003920,C0993,2024-10-09,4688
B003921,C0993,2025-01-07,1934
B003922,C0994,2024-09-09,7318
B003923,C0994,2025-10-10,100
B003924,C0994,2024-12-01,11670
B003925,C0994,2025-09-27,15812
B003926,C0994,2025-07-29,4788
B003927,C0995,2024-11-23,15882
B003928,C0995,2024-11-17,19817
B003929,C0995,2025-07-03,6555
B003930,C0995,2025-10-23,6166
B003931,C0996,2025-09-11,3944
B003932,C0996,2024-10-29,1984
B003933,C0996,2024-07-18,17154
B003934,C0996,2025-05-31,9255
B003935,C0996,2024-09-11,12321
B003936,C0996,2025-03-09,357
B003937,C0997,2024-09-24,6692
B003938,C0997,2024-05-27,9702
B003939,C0997,2024-01-26,944
B003940,C0997,2025-10-29,13809
B003941,C0998,2025-01-12,15235
B003942,C0998,2024-05-31,14636
B003943,C0999,2025-07-22,5143
B003944,C0999,2025-08-31,14553
B003945,C0999,2024-11-17,3530
B003946,C0999,2024-10-07,14940
B003947,C0999,2024-10-09,6480
B003948,C1000,2025-04-09,9331
B003949,C1000,2024-06-15,19217
B003950,C1000,2024-05-11,10577
B003951,C1000,2024-01-18,4060
B003952,C1000,2024-02-23,10699
B003953,C1000,2025-07-19,15633
